Source: GIS_&_Timeseries_Tool weather year 2017; usable coordinates,,,,,,,,,
HOUR,California,ERCOT,MISO,NewEngland,NewYork,PJM,SERC,WECC,Canada
1,0.5642666666666667,0.511768,0.97234,0.9851674418604652,1.0,0.8890581395348838,0.4403239583333333,0.7332833333333334,0.7087991304347826
2,0.5899333333333333,0.48016,0.952145,0.9997441860465116,1.0,0.8475813953488371,0.461728125,0.6838333333333333,0.675488695652174
3,0.5806333333333333,0.428288,0.926385,0.9998953488372092,1.0,0.8383302325581395,0.4721947916666666,0.5641166666666667,0.6429373913043478
4,0.5633333333333334,0.357732,0.91333,0.9997558139534884,1.0,0.8308674418604651,0.4659135416666666,0.5861166666666667,0.6226617391304348
5,0.6264,0.280292,0.9005850000000001,0.9993813953488372,1.0,0.8514418604651163,0.4786291666666666,0.5921666666666666,0.6201852173913043
6,0.6436000000000001,0.236432,0.9004049999999999,0.9994093023255816,1.0,0.8406,0.4980895833333333,0.4743,0.5532313043478261
7,0.5338333333333334,0.25238,0.8984400000000001,0.9975627906976744,1.0,0.8297627906976744,0.5064708333333333,0.3982,0.481555652173913
8,0.5781,0.27744,0.88742,0.994413953488372,1.0,0.844460465116279,0.501909375,0.4188333333333333,0.4612547826086956
9,0.6265666666666666,0.296228,0.88314,0.9842790697674418,1.0,0.8604441860465116,0.5013635416666666,0.5504166666666667,0.5011608695652173
10,0.6053000000000001,0.2980879999999999,0.87178,0.9809906976744186,0.9995357142857144,0.8488697674418604,0.5033177083333333,0.5637,0.5698547826086956
11,0.4976,0.285016,0.9544,0.943379069767442,0.99915,0.8543790697674419,0.4444583333333333,0.48705,0.5858495652173913
12,0.5201666666666667,0.2276919999999999,0.96009,0.9526488372093024,0.9932285714285716,0.8158162790697675,0.488103125,0.4294499999999999,0.621095652173913
13,0.4849666666666666,0.165756,0.866755,0.9635023255813951,0.9824071428571428,0.8086488372093024,0.508925,0.4841666666666666,0.6711408695652175
14,0.4692333333333334,0.181524,0.8136150000000001,0.9623651162790698,0.9616071428571428,0.7328279069767443,0.50365,0.4917666666666667,0.706355652173913
15,0.4843666666666666,0.223572,0.77582,0.9536837209302326,0.9669785714285714,0.5604720930232558,0.5056510416666666,0.5261,0.7321286956521739
16,0.4606,0.349748,0.7622099999999999,0.9532162790697676,0.9205214285714286,0.3997767441860465,0.5180635416666667,0.5821999999999999,0.755684347826087
17,0.3982333333333334,0.429224,0.8073349999999999,0.9634162790697672,0.80025,0.2614441860465116,0.5202927083333333,0.59705,0.7872773913043478
18,0.3951666666666666,0.408204,0.79967,0.967179069767442,0.7068357142857142,0.1877581395348837,0.5278229166666667,0.5448833333333333,0.8180739130434783
19,0.3969,0.345064,0.741575,0.9459139534883722,0.5545571428571429,0.1221162790697674,0.532790625,0.4366833333333333,0.830524347826087
20,0.4356666666666666,0.3998239999999999,0.678535,0.9062930232558138,0.3808357142857143,0.0719255813953488,0.5345104166666667,0.39075,0.8274756521739131
21,0.4138333333333333,0.444924,0.552025,0.8735674418604652,0.2457857142857142,0.0417395348837209,0.5283729166666666,0.3978333333333333,0.8328208695652174
