Source: GIS_&_Timeseries_Tool weather year 2015; usable coordinates,,,,,,,,,
HOUR,California,ERCOT,MISO,NewEngland,NewYork,PJM,SERC,WECC,Canada
1,0.2344666666666666,0.862096,0.526075,0.207306976744186,0.4744642857142857,0.2596651162790697,0.3782510416666667,0.2523833333333333,0.7921356521739131
2,0.2744666666666667,0.88778,0.55977,0.1980930232558139,0.6059142857142856,0.2458837209302325,0.4044322916666666,0.2811666666666667,0.7767400000000001
3,0.3039666666666666,0.892328,0.61832,0.2119674418604651,0.8046785714285714,0.2482674418604651,0.403075,0.2584666666666667,0.7483947826086956
4,0.2964333333333333,0.8643519999999999,0.649115,0.2809581395348837,0.9300428571428572,0.2430790697674418,0.37526875,0.2227833333333333,0.7139391304347825
5,0.2492666666666666,0.865688,0.6524099999999999,0.3662837209302325,0.9800428571428572,0.313806976744186,0.3604083333333334,0.2449166666666666,0.6709321739130435
6,0.2034666666666666,0.867592,0.6416299999999999,0.4494093023255814,0.9998785714285716,0.4492372093023256,0.34134375,0.2637333333333333,0.6095295652173913
7,0.2057333333333333,0.850352,0.63784,0.5406186046511628,1.0,0.6472720930232558,0.3329177083333333,0.2643,0.549168695652174
8,0.1969,0.8298359999999999,0.6444300000000001,0.6169023255813953,1.0,0.7375767441860466,0.3339427083333333,0.2578333333333333,0.4963095652173913
9,0.1545333333333333,0.8132280000000001,0.6481600000000001,0.6789906976744186,1.0,0.7586883720930233,0.3415979166666666,0.2343999999999999,0.4694634782608696
10,0.1013666666666666,0.7302,0.666055,0.7709790697674418,1.0,0.7439418604651162,0.3513697916666666,0.21265,0.4531608695652174
11,0.0549666666666666,0.6197079999999999,0.443365,0.9073232558139536,1.0,0.7316860465116278,0.2857677083333333,0.173,0.4462591304347826
12,0.0356,0.527536,0.4765399999999999,0.9369581395348836,1.0,0.6821162790697675,0.2853333333333333,0.14915,0.457615652173913
13,0.0197333333333333,0.4507359999999999,0.4764549999999999,0.962127906976744,0.9987857142857144,0.5921837209302325,0.266225,0.132,0.481835652173913
14,0.0141666666666666,0.41214,0.45282,0.9599883720930232,0.9837357142857144,0.5255093023255815,0.2310104166666666,0.1127833333333333,0.5092947826086957
15,0.0143666666666666,0.40622,0.445305,0.9593581395348838,0.9570428571428572,0.4984209302325581,0.2034041666666667,0.1056666666666666,0.5356521739130435
16,0.0032333333333333,0.43686,0.46216,0.9349093023255812,0.9759,0.4704744186046511,0.1822427083333333,0.09775,0.5608017391304347
17,0.0059333333333333,0.5169039999999999,0.4657,0.9171837209302324,0.986742857142857,0.4409465116279069,0.1576114583333333,0.0871833333333333,0.5769686956521739
