Source: GIS_&_Timeseries_Tool weather year 2018; usable coordinates,,,,,,,,,
HOUR,California,ERCOT,MISO,NewEngland,NewYork,PJM,SERC,WECC,Canada
1,0.0346249999999999,1.0,0.9991590163934426,0.9789940298507464,0.929921052631579,0.884957894736842,0.3762706484641638,0.2174134615384615,0.7471795074758135
2,0.0417527777777777,1.0,0.9998573770491804,0.965789552238806,0.954215789473684,0.938842105263158,0.3827761092150171,0.2035730769230769,0.7502953386103781
3,0.0383805555555555,1.0,0.9999836065573772,0.9383723880597016,0.9658315789473684,0.9699052631578948,0.3805143344709897,0.197251923076923,0.7612481970096746
4,0.0451680555555555,1.0,1.0,0.9034649253731344,0.9643210526315787,0.985619298245614,0.3751215017064847,0.1772576923076923,0.775992436235708
5,0.0485388888888888,1.0,0.9999508196721312,0.8752291044776119,0.9810842105263158,0.995942105263158,0.3931877133105801,0.14375,0.7921553210202287
6,0.0418541666666666,1.0,0.9990524590163934,0.8487149253731343,0.9727947368421052,0.9937824561403508,0.423738566552901,0.1221942307692307,0.8070478452066843
7,0.036675,1.0,0.9975426229508196,0.8163156716417911,0.9560315789473685,0.9904175438596492,0.4537105802047781,0.119575,0.8164779243623571
8,0.0359583333333333,1.0,0.996355737704918,0.7862604477611941,0.9190631578947368,0.9866666666666668,0.4813191126279863,0.1329980769230769,0.821243711521548
9,0.0340208333333333,1.0,0.9891245901639344,0.7602343283582089,0.863421052631579,0.9864684210526315,0.4990716723549488,0.1426480769230769,0.8267345646437995
10,0.0341513888888888,1.0,0.9822950819672132,0.7609037313432836,0.8272473684210526,0.988119298245614,0.5125552901023891,0.1378288461538461,0.8344437994722955
11,0.0480069444444444,1.0,0.9880590163934426,0.7851485074626866,0.9871894736842104,0.9989,0.5014300341296929,0.1203365384615384,0.8423635883905013
12,0.0573013888888888,1.0,0.9961754098360656,0.836279104477612,0.985121052631579,0.9987578947368422,0.5236979522184301,0.1329038461538461,0.8439489006156552
13,0.0639347222222222,1.0,0.9977852459016392,0.8513999999999999,0.9859210526315788,0.9983842105263158,0.5550020477815699,0.1161942307692307,0.829171855760774
14,0.0730486111111111,1.0,0.9988180327868852,0.8072134328358209,0.9891157894736842,0.9991929824561404,0.5865064846416382,0.0838134615384615,0.8038131926121372
15,0.0607027777777777,1.0,0.9995262295081968,0.7610529850746268,0.993421052631579,0.9998350877192984,0.6288242320819112,0.0840499999999999,0.7741738786279683
16,0.0344041666666666,1.0,1.0,0.7385223880597015,0.9972105263157894,0.999877192982456,0.6712914675767918,0.0927115384615384,0.7538781882145998
17,0.021975,1.0,1.0,0.7457992537313433,0.9967894736842106,0.9996561403508772,0.7094505119453924,0.0734461538461538,0.7525996481970096
18,0.0230152777777777,1.0,1.0,0.7674597014925374,0.9932263157894736,0.9993842105263158,0.7505317406143345,0.0655173076923077,0.7547647317502199
