Source: dummy flat profile (=1 every hour); 2026-05-28; Konstantin Loffler <kl@wip.tu-berlin.de>
HOUR,California,WECC,SPP,MISO,ERCOT,SERC,PJM,NewYork,NewEngland,Canada
1,0.8798744604316546,1.792170538764783,2.873231438848921,2.91239471643238,4.0238936562860435,3.426779799247177,3.0546237433155077,2.715086285714286,2.532828458498024,1.9321334575154032
2,1.0573705035971224,1.87588370565046,2.8988851798561153,2.9447386330586522,4.088805190311419,3.502062860727729,3.0980303743315507,2.7270845714285716,2.539629249011858,1.9366845679896834
3,1.1790285971223022,1.9572998423127463,2.947773165467626,2.9753629665535626,4.199685813148789,3.58890765370138,3.143730267379679,2.7643342857142854,2.5837090909090907,1.9738008740507236
4,1.4616273381294964,2.0827672798948753,3.034387266187051,3.038123848763936,4.363197001153402,3.7616288582183186,3.2078155080213904,2.7969857142857144,2.601207509881423,1.977438773463247
5,1.585063489208633,2.110423784494087,3.048091223021583,3.061715753756665,4.4061039215686275,3.824658971141782,3.227233155080214,2.8025205714285715,2.6117035573122527,1.9820361513110762
6,1.6668199640287769,2.1552992641261497,3.056491654676259,3.0829042171594763,4.49163356401384,3.9018209535759096,3.2563278074866306,2.824210857142857,2.66131581027668,2.005602493193867
7,1.7140073741007196,2.1670410512483578,3.069970071942446,3.103564226854096,4.544099538638985,3.971103638644918,3.305727486631016,2.8427445714285713,2.670096837944664,2.0055404355924917
8,1.7599133093525179,2.177795427069645,3.0813254676258994,3.1298135724672806,4.596710495963091,4.004841154328733,3.3264060962566844,2.8557622857142855,2.677938735177866,2.0082330563117927
9,1.7903294964028775,2.208539973718791,3.1043443884892086,3.162819825496849,4.659494348327566,4.079594479297365,3.35622128342246,2.929920571428571,2.7235632411067194,2.0239701963031953
10,1.9045266187050358,2.176992956636005,3.1010828776978414,3.1869755695588946,4.74494648212226,4.179442158092848,3.388304919786096,2.961721142857143,2.7437256916996047,2.0225836366241583
11,1.9934922661870502,2.2399362155059133,3.157033669064748,3.254553417353369,5.00435813148789,4.479769636135508,3.4457204278074864,3.006038857142857,2.7648553359683796,2.0290930935664133
12,2.0398910071942447,2.2417446780551904,3.1680560431654676,3.259756422685409,5.029033794694349,4.499035131744041,3.4590639572192514,3.0195537142857147,2.773366798418972,2.032758847972489
